Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
20--9857,2020-12-23,23.0,Wednesday,December,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36587316,-75.75931469
20--9858,2020-12-23,11.0,Wednesday,December,Snow,Daylight,Loose snow,Traffic signal,00 - Unknown,SMV other,Intersection related,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.38163119,-75.73846509
20--986,2020-01-20,18.0,Monday,January,Snow,Dark,Loose snow,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41744799,-75.69572931
20--9861,2020-12-23,12.0,Wednesday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35142188,-75.80027041
20--9862,2020-12-23,12.0,Wednesday,December,Clear,Daylight,Slush,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41216749,-75.65825538
20--9863,2020-12-23,12.0,Wednesday,December,Snow,Daylight,Loose snow,Stop sign,00 - Unknown,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.39553824,-75.69974312
20--9864,2020-12-23,14.0,Wednesday,December,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41659539,-75.60220988
20--9865,2020-12-23,14.0,Wednesday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.48423559,-75.52036853
20--9866,2020-12-23,3.0,Wednesday,December,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36148036,-75.77049947
20--9070,2020-11-26,10.0,Thursday,November,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.38500481,-75.67086061
20--9071,2020-11-26,22.0,Thursday,November,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.38042344,-75.64169301
20--9699,2020-12-18,10.0,Friday,December,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43207264,-75.64978009
20--9072,2020-11-26,10.0,Thursday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36947785,-75.75406296
20--9073,2020-11-26,23.0,Thursday,November,"Fog, mist, smoke, dust",Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.33465704,-75.85124353
20--97,2020-01-03,9.0,Friday,January,Clear,Daylight,Wet,Stop sign,00 - Unknown,SMV other,Intersection related,Non-Fatal Injury,1,1,0,0,0,1,0.0,0.0,1.0,0.0,45.36791253,-75.39818915
20--9074,2020-11-26,11.0,Thursday,November,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40140098,-75.62418196
20--9237,2020-12-01,17.0,Tuesday,December,Rain,Dark,Wet,Stop sign,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31381947,-75.99754024
20--970,2020-01-20,16.0,Monday,January,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.32491308,-75.6134391
20--9075,2020-11-26,12.0,Thursday,November,Clear,Daylight,Slush,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40235808,-75.62965152
20--9076,2020-11-26,15.0,Thursday,November,Snow,Daylight,Loose snow,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.27221218,-75.77301906
20--9077,2020-11-26,15.0,Thursday,November,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.30869854,-75.9156245
20--9078,2020-11-26,15.0,Thursday,November,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.36142848,-75.73975721
20--9079,2020-11-26,16.0,Thursday,November,"Fog, mist, smoke, dust",Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3967214,-75.72813117
20--908,2020-01-19,15.0,Sunday,January,Clear,Daylight,Loose snow,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40270062,-75.69123137
20--9080,2020-11-26,16.0,Thursday,November,Clear,Daylight,Wet,No control,Not Applicable,SMV unattended vehicle,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.29618445,-75.89675195
20--9081,2020-11-26,16.0,Thursday,November,Rain,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43524477,-75.6090497
20--9082,2020-11-26,16.0,Thursday,November,Rain,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3389147,-75.71461611
20--9083,2020-11-26,16.0,Thursday,November,Rain,Dusk,Wet,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42798679,-75.62701715
20--9084,2020-11-26,17.0,Thursday,November,"Fog, mist, smoke, dust",Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36205917,-75.76880158
20--9085,2020-11-26,17.0,Thursday,November,Rain,Dark,Wet,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.40066349,-75.72343869
20--9086,2020-11-26,17.0,Thursday,November,"Fog, mist, smoke, dust",Dark,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3644352,-75.74827589
20--9087,2020-11-26,17.0,Thursday,November,Clear,Dark,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.4307301,-75.61611223
20--9088,2020-11-26,19.0,Thursday,November,Rain,Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41131117,-75.68406281
20--942,2020-01-20,11.0,Monday,January,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36633533,-75.71353465
20--9089,2020-11-26,7.0,Thursday,November,Rain,Dawn,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44366398,-75.6390984
20--909,2020-01-19,15.0,Sunday,January,Clear,Daylight,Packed snow,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.22034282,-75.80909352
20--9090,2020-11-26,20.0,Thursday,November,"Fog, mist, smoke, dust",Dark,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,1.0,0.0,0.0,0.0,45.36141991,-75.73975331
20--9091,2020-11-26,9.0,Thursday,November,Rain,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33835786,-75.84215886
20--9092,2020-11-26,9.0,Thursday,November,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.33637389,-75.84063262
20--9093,2020-11-26,9.0,Thursday,November,Rain,Daylight,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.447919,-75.48044916
20--9094,2020-11-26,9.0,Thursday,November,Clear,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.01261013,-75.8365443
20--9095,2020-11-27,13.0,Friday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36519128,-75.61964738
20--9096,2020-11-27,10.0,Friday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,3,0.0,3.0,0.0,0.0,45.36221404,-75.78904467
20--9097,2020-11-27,10.0,Friday,November,"Fog, mist, smoke, dust",Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.43744833,-76.11418446
20--9098,2020-11-27,10.0,Friday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46087994,-75.48788487
20--9099,2020-11-27,10.0,Friday,November,Clear,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42766353,-75.69085433
20--91,2020-01-03,8.0,Friday,January,Clear,Daylight,Slush,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43447639,-75.66574607
20--910,2020-01-19,4.0,Sunday,January,Snow,Dark,Slush,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.48488478,-75.50462529
20--9100,2020-11-27,23.0,Friday,November,Clear,Dark,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,0,2,0.0,2.0,0.0,0.0,45.37690533,-75.69151126
20--9101,2020-11-27,12.0,Friday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32587884,-75.71904414
20--9102,2020-11-27,0.0,Friday,November,"Fog, mist, smoke, dust",Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.47548599,-75.52966629
20--9103,2020-11-27,12.0,Friday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.40075817,-75.66796857
20--9104,2020-11-27,12.0,Friday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.36947781,-75.75406303
20--9105,2020-11-27,12.0,Friday,November,Clear,Daylight,Wet,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28760837,-75.50099066
20--9106,2020-11-27,2.0,Friday,November,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41728056,-75.65885993
20--9107,2020-11-27,14.0,Friday,November,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46359263,-75.54138687
20--9108,2020-11-27,14.0,Friday,November,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3654186,-75.72419389
20--9109,2020-11-27,14.0,Friday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41216745,-75.65825548
20--911,2020-01-19,16.0,Sunday,January,Clear,Daylight,Ice,Traffic signal,01 - Functioning,SMV other,Intersection related,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.46438597,-75.47640248
20--9110,2020-11-27,15.0,Friday,November,Clear,Daylight,Wet,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.26128781,-75.85340512
20--9111,2020-11-27,15.0,Friday,November,Clear,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4398219,-75.65683176
20--9112,2020-11-27,16.0,Friday,November,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41733809,-75.66988571
20--9113,2020-11-27,16.0,Friday,November,Clear,Dusk,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41943828,-75.64586678
20--9114,2020-11-27,16.0,Friday,November,Rain,Dusk,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41989428,-75.64207579
20--9115,2020-11-27,16.0,Friday,November,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39484671,-75.74062503
20--9116,2020-11-27,16.0,Friday,November,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42174244,-75.46550651
20--9117,2020-11-27,17.0,Friday,November,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27522714,-75.72601414
20--9118,2020-11-27,17.0,Friday,November,Clear,Dusk,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31121138,-75.8593656
20--9119,2020-11-27,17.0,Friday,November,Clear,Dusk,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.41944383,-75.64839411
20--912,2020-01-19,16.0,Sunday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43217825,-75.64823205
20--9120,2020-11-27,17.0,Friday,November,Clear,Dark,Wet,Roundabout,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28105659,-75.83741293
20--9121,2020-11-27,17.0,Friday,November,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41257141,-75.61385247
20--9122,2020-11-27,17.0,Friday,November,Clear,Dark,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,4,0,0,0,0,0.0,0.0,0.0,0.0,45.28873103,-75.86841151
20--9123,2020-11-27,17.0,Friday,November,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40877243,-75.69212602
20--9124,2020-11-27,17.0,Friday,November,Clear,Dark,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33263195,-75.78320452
20--9125,2020-11-27,17.0,Friday,November,Clear,Dark,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41435155,-75.67803683
20--9126,2020-11-27,6.0,Friday,November,"Fog, mist, smoke, dust",Dark,Ice,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.02735722,-75.89614564
20--9127,2020-11-27,18.0,Friday,November,Clear,Dark,Slush,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.32210339,-75.83329919
20--9128,2020-11-27,7.0,Friday,November,Clear,Dawn,Wet,No control,Not Applicable,Sideswipe,Non intersection,Non-Fatal Injury,1,3,0,0,0,1,0.0,1.0,0.0,0.0,45.40463298,-75.70337389
20--9129,2020-11-27,19.0,Friday,November,Rain,Dark,Wet,Stop sign,00 - Unknown,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,1.0,0.0,0.0,0.0,45.27695824,-75.74269844
20--913,2020-01-19,16.0,Sunday,January,Clear,Dusk,Ice,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36376677,-75.78552754
20--9130,2020-11-27,20.0,Friday,November,Clear,Dark,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34435014,-75.72821043
20--9131,2020-11-27,20.0,Friday,November,Clear,Dark,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33889603,-75.7620308
20--9132,2020-11-27,20.0,Friday,November,Clear,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27247481,-75.70965517
20--9133,2020-11-27,21.0,Friday,November,Clear,Dark,Wet,Traffic signal,01 - Functioning,Angle,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42090016,-75.70396064
20--9134,2020-11-28,13.0,Saturday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39723269,-75.74218959
20--9135,2020-11-28,13.0,Saturday,November,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37513917,-75.70746276
20--9136,2020-11-28,10.0,Saturday,November,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.22672457,-75.68592488
20--9137,2020-11-28,11.0,Saturday,November,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4380855,-75.65605516
20--9139,2020-11-28,12.0,Saturday,November,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.22584065,-75.68522789
20--914,2020-01-19,4.0,Sunday,January,Snow,Dark,Packed snow,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42016314,-75.69509044
20--9140,2020-11-28,12.0,Saturday,November,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33577737,-75.7849992
20--9141,2020-11-28,12.0,Saturday,November,Clear,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43196455,-75.66430423
20--9142,2020-11-28,12.0,Saturday,November,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34287713,-75.62115447
20--9143,2020-11-28,0.0,Saturday,November,Clear,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.25714787,-75.48376212
20--9144,2020-11-28,14.0,Saturday,November,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,4,0,0,0,0,0.0,0.0,0.0,0.0,45.4160543,-75.6565054
20--9145,2020-11-28,14.0,Saturday,November,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33479508,-75.72411506
20--9238,2020-12-01,17.0,Tuesday,December,Rain,Dark,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.28512021,-75.90872763
20--9239,2020-12-01,17.0,Tuesday,December,Clear,Dark,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.3536111,-75.64630631
20--924,2020-01-19,8.0,Sunday,January,Clear,Daylight,Loose snow,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27603798,-75.86890258
20--9700,2020-12-18,10.0,Friday,December,Clear,Daylight,Wet,Traffic signal,02 - Not functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.323783,-75.83428717
20--9240,2020-12-01,5.0,Tuesday,December,Rain,Dark,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33417394,-75.70057064
20--9241,2020-12-01,17.0,Tuesday,December,Clear,Dark,Dry,Stop sign,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.38614932,-75.7412905
20--9701,2020-12-18,11.0,Friday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.3501463,-75.65491505
20--9242,2020-12-01,18.0,Tuesday,December,Clear,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35090345,-75.73351717
20--9702,2020-12-18,11.0,Friday,December,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.47943307,-75.4958163
20--9243,2020-12-01,7.0,Tuesday,December,Clear,Dawn,Dry,Stop sign,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41538269,-75.69096729
20--9244,2020-12-01,7.0,Tuesday,December,Clear,Dawn,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34499022,-75.66598724
20--9703,2020-12-18,11.0,Friday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.48108211,-75.5186341
20--9245,2020-12-01,20.0,Tuesday,December,Rain,Dark,Wet,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.30834615,-75.91605666
20--9704,2020-12-18,11.0,Friday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35796864,-75.73772317
20--9246,2020-12-02,13.0,Wednesday,December,Rain,Daylight,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.27195151,-75.74332959
20--9705,2020-12-18,23.0,Friday,December,Clear,Dark,Dry,Roundabout,00 - Unknown,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.27825472,-75.74155016
20--9247,2020-12-02,13.0,Wednesday,December,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34813965,-75.8035648
20--9706,2020-12-18,11.0,Friday,December,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39993286,-75.59307075
20--9248,2020-12-02,13.0,Wednesday,December,Clear,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3178146,-75.71443542
20--9708,2020-12-18,12.0,Friday,December,Clear,Daylight,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27209434,-75.72428884
20--9709,2020-12-18,14.0,Friday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34258498,-75.80763985
20--971,2020-01-20,16.0,Monday,January,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42444876,-75.63624452
20--9710,2020-12-18,15.0,Friday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41782467,-75.63375421
20--9711,2020-12-18,3.0,Friday,December,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.3386542,-76.18654191
20--9712,2020-12-18,15.0,Friday,December,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45570113,-75.50477813
20--9713,2020-12-18,15.0,Friday,December,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39475264,-75.73027237
20--9714,2020-12-18,15.0,Friday,December,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Non-Fatal Injury,1,2,0,0,0,3,1.0,2.0,0.0,0.0,45.43524473,-75.60904966
20--9715,2020-12-18,15.0,Friday,December,Clear,Daylight,Dry,Traffic signal,00 - Unknown,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.43336963,-75.60745588
20--9716,2020-12-18,17.0,Friday,December,Clear,Dark,Dry,No control,Not Applicable,Turning movement,At/near private drive,Non-Fatal Injury,1,2,0,0,0,2,2.0,0.0,0.0,0.0,45.27476991,-75.73655251
