Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude,Coord_Valid
20--8114,2020-10-27,7.0,Tuesday,October,Clear,Daylight,Wet,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.47975466,-75.51791037,True
20--8115,2020-10-27,19.0,Tuesday,October,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45110485,-75.58457269,True
20--8116,2020-10-27,7.0,Tuesday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.39580722,-75.72899809,True
20--8117,2020-10-27,20.0,Tuesday,October,Clear,Dark,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43835673,-75.67776657,True
20--8118,2020-10-27,8.0,Tuesday,October,Clear,Daylight,Dry,Roundabout,01 - Functioning,Rear end,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44908715,-75.48688377,True
20--8119,2020-10-27,8.0,Tuesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38508243,-75.62719222,True
20--812,2020-01-18,22.0,Saturday,January,Snow,Dark,Packed snow,Stop sign,00 - Unknown,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40974914,-75.69737359,True
20--8120,2020-10-27,8.0,Tuesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4053201,-75.70219931,True
20--8121,2020-10-27,9.0,Tuesday,October,Clear,Daylight,Dry,Traffic signal,00 - Unknown,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41474416,-75.60766015,True
20--8122,2020-10-27,9.0,Tuesday,October,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.26495471,-75.82676892,True
20--8123,2020-10-27,9.0,Tuesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.2776239,-75.95274266,True
20--8124,2020-10-28,13.0,Wednesday,October,Clear,Daylight,Dry,Stop sign,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33851355,-75.90254392,True
20--8125,2020-10-28,13.0,Wednesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,1,0,1,0.0,1.0,0.0,0.0,45.36595143,-75.77095991,True
20--8126,2020-10-28,10.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45330088,-75.61882317,True
20--8127,2020-10-28,11.0,Wednesday,October,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4405158,-75.67335202,True
20--8128,2020-10-28,,Wednesday,October,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42947769,-75.69206394,True
20--8129,2020-10-28,12.0,Wednesday,October,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,1,0,0,1,1.0,0.0,0.0,0.0,45.45740294,-75.49871295,True
20--813,2020-01-18,22.0,Saturday,January,Snow,Dark,Loose snow,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.42257896,-75.62405794,True
20--8130,2020-10-28,12.0,Wednesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27720341,-75.75034997,True
20--8131,2020-10-28,15.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42089943,-75.59193544,True
20--8132,2020-10-28,15.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.43198102,-75.65115037,True
20--8133,2020-10-28,15.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,Other,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41932171,-75.64737335,True
20--8134,2020-10-28,16.0,Wednesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42497896,-75.68761728,True
20--8135,2020-10-28,16.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.38123568,-75.74300291,True
20--8136,2020-10-28,16.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35550795,-75.77907333,True
20--8137,2020-10-28,16.0,Wednesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33299624,-75.69331775,True
20--8138,2020-10-28,18.0,Wednesday,October,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36528327,-75.73082092,True
20--8139,2020-10-28,6.0,Wednesday,October,Snow,Dawn,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32369026,-75.59561998,True
20--814,2020-01-18,10.0,Saturday,January,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,4,0,0,0,1,0.0,1.0,0.0,0.0,45.29051477,-75.89214343,True
20--8140,2020-10-28,18.0,Wednesday,October,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38495877,-75.58500523,True
20--8141,2020-10-28,6.0,Wednesday,October,Snow,Dark,Slush,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40971493,-75.61941576,True
20--8142,2020-10-28,7.0,Wednesday,October,Snow,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,At intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.27060844,-75.70507538,True
20--8143,2020-10-28,19.0,Wednesday,October,Clear,Dark,Dry,No control,Not Applicable,Rear end,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4283443,-75.68675588,True
20--8144,2020-10-28,7.0,Wednesday,October,Clear,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.38722339,-76.26668009,False
20--8145,2020-10-28,7.0,Wednesday,October,Clear,Daylight,Wet,Stop sign,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28385773,-75.88758385,True
20--8146,2020-10-28,9.0,Wednesday,October,Rain,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27162791,-75.76787295,True
20--8147,2020-10-28,9.0,Wednesday,October,Clear,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.41693613,-75.66418139,True
20--8148,2020-10-28,9.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.36817513,-75.53861733,True
20--8149,2020-10-28,9.0,Wednesday,October,Snow,Daylight,Wet,Stop sign,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41397109,-75.69241853,True
20--815,2020-01-18,22.0,Saturday,January,Snow,Dark,Packed snow,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41822148,-75.65546046,True
20--8150,2020-10-29,13.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3509003,-75.73352505,True
20--8151,2020-10-29,13.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.31672448,-75.63203576,True
20--8152,2020-10-29,13.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.37400257,-75.65436585,True
20--8153,2020-10-29,13.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Non-Fatal Injury,1,2,1,0,0,1,0.0,1.0,0.0,0.0,45.37310865,-75.69048116,True
20--8154,2020-10-29,11.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4352448,-75.60904961,True
20--7345,2020-09-25,13.0,Friday,September,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37394712,-75.77290228,True
20--7975,2020-10-22,17.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41021719,-75.61965298,True
20--7435,2020-09-28,7.0,Monday,September,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.32315283,-75.88003601,True
20--7255,2020-09-21,20.0,Monday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40115485,-75.69976717,True
20--7346,2020-09-25,22.0,Friday,September,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,At intersection,Non-Fatal Injury,1,2,0,1,0,1,0.0,1.0,0.0,0.0,45.43691049,-75.64446689,True
20--7885,2020-10-18,,Sunday,October,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36427943,-75.6247843,True
20--7704,2020-10-09,21.0,Friday,October,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27414009,-75.74852406,True
20--7976,2020-10-22,18.0,Thursday,October,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37513918,-75.70746296,True
20--7615,2020-10-06,8.0,Tuesday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.28820313,-75.72370032,True
20--7705,2020-10-10,10.0,Saturday,October,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37318585,-75.66333584,True
20--7256,2020-09-21,20.0,Monday,September,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.36285639,-75.76489109,True
20--7436,2020-09-28,19.0,Monday,September,Clear,Dark,Dry,Stop sign,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.39602038,-75.58187326,True
20--7886,2020-10-18,0.0,Sunday,October,Clear,Dark,Dry,Roundabout,00 - Unknown,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.24103815,-75.712229,True
20--7347,2020-09-25,10.0,Friday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44734814,-75.59419583,True
20--7616,2020-10-06,9.0,Tuesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.41629602,-75.71467417,True
20--7525,2020-10-02,12.0,Friday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36986903,-75.70227048,True
20--7706,2020-10-10,11.0,Saturday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42677765,-75.68830969,True
20--7257,2020-09-21,9.0,Monday,September,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34301462,-75.67085444,True
20--7887,2020-10-18,12.0,Sunday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,2,2.0,0.0,0.0,0.0,45.41648496,-75.60244515,True
20--7617,2020-10-07,13.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.48460041,-75.49810338,True
20--7618,2020-10-07,10.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42894917,-75.63999932,True
20--7619,2020-10-07,22.0,Wednesday,October,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41174301,-75.68275349,True
20--762,2020-01-17,15.0,Friday,January,Clear,Daylight,Wet,No control,Not Applicable,Turning movement,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.310234,-75.91749582,True
20--7620,2020-10-07,11.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33621876,-75.72491382,True
20--7621,2020-10-07,11.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.47059822,-75.45427458,True
20--7622,2020-10-07,11.0,Wednesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.37913538,-75.75022024,True
20--7623,2020-10-07,11.0,Wednesday,October,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.24568194,-75.97180003,True
20--7624,2020-10-07,12.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33667247,-75.91731019,True
20--7625,2020-10-07,14.0,Wednesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43524476,-75.60904959,True
20--7626,2020-10-07,14.0,Wednesday,October,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.47562877,-75.54753118,True
20--7627,2020-10-07,15.0,Wednesday,October,Rain,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34347467,-75.73039884,True
20--7628,2020-10-07,16.0,Wednesday,October,Clear,Daylight,Wet,Roundabout,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.27048246,-75.75416309,True
20--7629,2020-10-07,16.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.41063808,-75.68684483,True
20--763,2020-01-17,15.0,Friday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39178587,-75.7210502,True
20--7437,2020-09-28,20.0,Monday,September,Clear,Dark,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.38829303,-75.7351285,True
20--7795,2020-10-14,14.0,Wednesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.37513915,-75.70746276,True
20--7977,2020-10-22,6.0,Thursday,October,Clear,Dawn,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42401893,-75.68822305,True
20--7630,2020-10-07,16.0,Wednesday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37403317,-75.59724354,True
20--7631,2020-10-07,16.0,Wednesday,October,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46807278,-75.5481266,True
20--7632,2020-10-07,17.0,Wednesday,October,Rain,Daylight,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36726334,-75.75808365,True
20--7633,2020-10-07,5.0,Wednesday,October,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.33536567,-75.84842223,True
20--7634,2020-10-07,17.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41286135,-75.71262085,True
20--7635,2020-10-07,18.0,Wednesday,October,Rain,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31025995,-75.91748378,True
20--7636,2020-10-07,7.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,2,1.0,1.0,0.0,0.0,45.34651126,-75.77473166,True
20--7637,2020-10-07,7.0,Wednesday,October,Clear,Dawn,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39138419,-75.68830726,True
20--7638,2020-10-07,20.0,Wednesday,October,Rain,Dark,Wet,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.3513906,-75.50177265,True
20--7639,2020-10-07,8.0,Wednesday,October,Rain,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.2944878,-75.92830022,True
20--764,2020-01-17,15.0,Friday,January,Clear,Daylight,Loose snow,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35946345,-75.79533346,True
20--7640,2020-10-07,8.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27060832,-75.70507556,True
20--7641,2020-10-07,9.0,Wednesday,October,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40026027,-75.69924336,True
20--7642,2020-10-07,9.0,Wednesday,October,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3537656,-75.8081902,True
20--7643,2020-10-08,13.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45830291,-75.48638261,True
20--7644,2020-10-08,11.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44646007,-75.61511558,True
20--7645,2020-10-08,23.0,Thursday,October,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.31997933,-75.78261066,True
20--7646,2020-10-08,11.0,Thursday,October,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26348201,-75.75902158,True
20--7647,2020-10-08,,Thursday,October,Clear,Unknown,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39910295,-75.71189724,True
20--7648,2020-10-08,12.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.41071138,-75.70752749,True
20--7649,2020-10-08,12.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.44997232,-75.58813235,True
20--765,2020-01-17,15.0,Friday,January,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.10926683,-75.61566108,True
20--7650,2020-10-08,12.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29451057,-75.89665636,True
20--7651,2020-10-08,12.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38741435,-75.73622422,True
20--7652,2020-10-08,0.0,Thursday,October,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.29959082,-75.79244936,True
20--7653,2020-10-08,14.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38940016,-75.61639262,True
20--7654,2020-10-08,14.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42424091,-75.63736159,True
20--7655,2020-10-08,14.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.2969037,-75.90103041,True
20--7656,2020-10-08,14.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.34589562,-75.73054019,True
20--7657,2020-10-08,14.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42202414,-75.61686924,True
20--7658,2020-10-08,14.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38795181,-75.73543883,True
20--7659,2020-10-08,14.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38468039,-75.73885194,True
20--766,2020-01-17,15.0,Friday,January,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37789168,-75.64494878,True
20--7660,2020-10-08,15.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41788102,-75.69312285,True
20--7661,2020-10-08,15.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38363774,-75.74004341,True
20--7662,2020-10-08,15.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,00 - Unknown,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34210243,-75.7566299,True
20--7663,2020-10-08,16.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Other,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35917392,-75.71216144,True
20--7664,2020-10-08,16.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,SMV other,At/near private drive,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.25655327,-75.91865576,True
20--7665,2020-10-08,16.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39160073,-75.73254567,True
20--7666,2020-10-08,16.0,Thursday,October,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.45028337,-75.58425958,True
20--7667,2020-10-08,17.0,Thursday,October,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35562186,-75.64399501,True
